frame,lat,lon,ele,incline
6305,33.998035,-80.999881,90.1,0.00
6306,33.998035,-80.999881,90.1,0.00
6307,33.998035,-80.999881,90.1,0.00
6308,33.998035,-80.999881,90.1,0.00
6309,33.998035,-80.999881,90.1,0.00
6310,33.998035,-80.999881,90.1,0.00
6311,33.998035,-80.999881,90.1,0.00
6312,33.998035,-80.999881,90.1,0.00
6313,33.998035,-80.999881,90.1,0.00
6314,33.998035,-80.999881,90.1,0.00
6315,33.998035,-80.999881,90.1,0.00
6316,33.998035,-80.999881,90.1,0.00
6317,33.998035,-80.999881,90.1,0.00
6318,33.998035,-80.999881,90.1,0.00
6319,33.998035,-80.999881,90.1,0.00
6320,33.998035,-80.999881,90.1,0.00
6321,33.998035,-80.999881,90.1,0.00
6322,33.998035,-80.999881,90.1,0.00
6323,33.998035,-80.999881,90.1,0.00
6324,33.998035,-80.999881,90.1,0.00
6325,33.998035,-80.999881,90.1,0.00
6326,33.998035,-80.999881,90.1,0.00
6327,33.998035,-80.999881,90.1,0.00
6328,33.998035,-80.999881,90.1,0.00
6329,33.998035,-80.999881,90.1,0.00
6330,33.998035,-80.999881,90.1,0.00
6331,33.998035,-80.999881,90.1,0.00
6332,33.998035,-80.999881,90.1,0.00
6333,33.998035,-80.999881,90.1,0.00
6334,33.998035,-80.999881,90.1,0.00
6335,33.998035,-80.999881,90.1,0.00
6336,33.998035,-80.999881,90.1,0.00
6337,33.998035,-80.999881,90.1,0.00
6338,33.998035,-80.999881,90.1,0.00
6339,33.998035,-80.999881,90.1,0.00
6340,33.998035,-80.999881,90.1,0.00
6341,33.998035,-80.999881,90.1,0.00
6342,33.998035,-80.999881,90.1,0.00
6343,33.998035,-80.999881,90.1,0.00
6344,33.998035,-80.999881,90.1,0.00
6345,33.998035,-80.999881,90.1,0.00
6346,33.998035,-80.999881,90.1,0.00
6347,33.998035,-80.999881,90.1,0.00
6348,33.998035,-80.999881,90.1,0.00
6349,33.998035,-80.999881,90.1,0.00
6350,33.998035,-80.999881,90.1,0.00
6351,33.998035,-80.999881,90.1,0.00
6352,33.998027,-80.999826,90.1,0.70
6353,33.998027,-80.999826,90.1,0.70
6354,33.998027,-80.999826,90.1,0.70
6355,33.998027,-80.999826,90.1,0.70
6356,33.998027,-80.999826,90.1,0.70
6357,33.998027,-80.999826,90.1,0.70
6358,33.998027,-80.999826,90.1,0.70
6359,33.998027,-80.999826,90.1,0.70
6360,33.998027,-80.999826,90.1,0.70
6361,33.998027,-80.999826,90.1,0.70
6362,33.998027,-80.999826,90.1,0.70
6363,33.998027,-80.999826,90.1,0.70
6364,33.998027,-80.999826,90.1,0.70
6365,33.998027,-80.999826,90.1,0.70
6366,33.998027,-80.999826,90.1,0.70
6367,33.998027,-80.999826,90.1,0.70
6368,33.998027,-80.999826,90.1,0.70
6369,33.998027,-80.999826,90.1,0.70
6370,33.998027,-80.999826,90.1,0.70
6371,33.998027,-80.999826,90.1,0.70
6372,33.998027,-80.999826,90.1,0.70
6373,33.998027,-80.999826,90.1,0.70
6374,33.998027,-80.999826,90.1,0.70
6375,33.998027,-80.999826,90.1,0.70
6376,33.998027,-80.999826,90.1,0.70
6377,33.998027,-80.999826,90.1,0.70
6378,33.998027,-80.999826,90.1,0.70
6379,33.998027,-80.999826,90.1,0.70
6380,33.998027,-80.999826,90.1,0.70
6381,33.998027,-80.999826,90.1,0.70
6382,33.998027,-80.999826,90.1,0.70
6383,33.998027,-80.999826,90.1,0.70
6384,33.998027,-80.999826,90.1,0.70
6385,33.998027,-80.999826,90.1,0.70
6386,33.998027,-80.999826,90.1,0.70
6387,33.998027,-80.999826,90.1,0.70
6388,33.998027,-80.999826,90.1,0.70
6389,33.998027,-80.999826,90.1,0.70
6390,33.998027,-80.999826,90.1,0.70
6391,33.998027,-80.999826,90.1,0.70
6392,33.998027,-80.999826,90.1,0.70
6393,33.998027,-80.999826,90.1,0.70
6394,33.998027,-80.999826,90.1,0.70
6395,33.998027,-80.999826,90.1,0.70
6396,33.998027,-80.999826,90.1,0.70
6397,33.998027,-80.999826,90.1,0.70
6398,33.998027,-80.999826,90.1,0.70
6399,33.998027,-80.999826,90.1,0.70
6400,33.998027,-80.999826,90.1,0.70
6401,33.998022,-80.999775,90.2,0.70
6402,33.998022,-80.999775,90.2,0.70
6403,33.998022,-80.999775,90.2,0.70
6404,33.998022,-80.999775,90.2,0.70
6405,33.998022,-80.999775,90.2,0.70
6406,33.998022,-80.999775,90.2,0.70
6407,33.998022,-80.999775,90.2,0.70
6408,33.998022,-80.999775,90.2,0.70
6409,33.998022,-80.999775,90.2,0.70
6410,33.998022,-80.999775,90.2,0.70
6411,33.998022,-80.999775,90.2,0.70
6412,33.998022,-80.999775,90.2,0.70
6413,33.998022,-80.999775,90.2,0.70
6414,33.998022,-80.999775,90.2,0.70
6415,33.998022,-80.999775,90.2,0.70
6416,33.998022,-80.999775,90.2,0.70
6417,33.998022,-80.999775,90.2,0.70
6418,33.998022,-80.999775,90.2,0.70
6419,33.998022,-80.999775,90.2,0.70
6420,33.998022,-80.999775,90.2,0.70
6421,33.998022,-80.999775,90.2,0.70
6422,33.998022,-80.999775,90.2,0.70
6423,33.998022,-80.999775,90.2,0.70
6424,33.998022,-80.999775,90.2,0.70
6425,33.998022,-80.999775,90.2,0.70
6426,33.998022,-80.999775,90.2,0.70
6427,33.998022,-80.999775,90.2,0.70
6428,33.998022,-80.999775,90.2,0.70
6429,33.998022,-80.999775,90.2,0.70
6430,33.998022,-80.999775,90.2,0.70
6431,33.998022,-80.999775,90.2,0.70
6432,33.998022,-80.999775,90.2,0.70
6433,33.998022,-80.999775,90.2,0.70
6434,33.998022,-80.999775,90.2,0.70
6435,33.998022,-80.999775,90.2,0.70
6436,33.998022,-80.999775,90.2,0.70
6437,33.998022,-80.999775,90.2,0.70
6438,33.998022,-80.999775,90.2,0.70
6439,33.998022,-80.999775,90.2,0.70
6440,33.998022,-80.999775,90.2,0.70
6441,33.998022,-80.999775,90.2,0.70
6442,33.998022,-80.999775,90.2,0.70
6443,33.998022,-80.999775,90.2,0.70
6444,33.998022,-80.999775,90.2,0.70
6445,33.998022,-80.999775,90.2,0.70
6446,33.998022,-80.999775,90.2,0.70
6447,33.998022,-80.999775,90.2,0.70
6448,33.998022,-80.999775,90.2,0.70
6449,33.998018,-80.999722,90.2,0.70
6450,33.998018,-80.999722,90.2,0.70
6451,33.998018,-80.999722,90.2,0.70
6452,33.998018,-80.999722,90.2,0.70
6453,33.998018,-80.999722,90.2,0.70
6454,33.998018,-80.999722,90.2,0.70
6455,33.998018,-80.999722,90.2,0.70
6456,33.998018,-80.999722,90.2,0.70
6457,33.998018,-80.999722,90.2,0.70
6458,33.998018,-80.999722,90.2,0.70
6459,33.998018,-80.999722,90.2,0.70
6460,33.998018,-80.999722,90.2,0.70
6461,33.998018,-80.999722,90.2,0.70
6462,33.998018,-80.999722,90.2,0.70
6463,33.998018,-80.999722,90.2,0.70
6464,33.998018,-80.999722,90.2,0.70
6465,33.998018,-80.999722,90.2,0.70
6466,33.998018,-80.999722,90.2,0.70
6467,33.998018,-80.999722,90.2,0.70
6468,33.998018,-80.999722,90.2,0.70
6469,33.998018,-80.999722,90.2,0.70
6470,33.998018,-80.999722,90.2,0.70
6471,33.998018,-80.999722,90.2,0.70
6472,33.998018,-80.999722,90.2,0.70
6473,33.998018,-80.999722,90.2,0.70
6474,33.998018,-80.999722,90.2,0.70
6475,33.998018,-80.999722,90.2,0.70
6476,33.998018,-80.999722,90.2,0.70
6477,33.998018,-80.999722,90.2,0.70
6478,33.998018,-80.999722,90.2,0.70
6479,33.998018,-80.999722,90.2,0.70
6480,33.998018,-80.999722,90.2,0.70
6481,33.998018,-80.999722,90.2,0.70
6482,33.998018,-80.999722,90.2,0.70
6483,33.998018,-80.999722,90.2,0.70
6484,33.998018,-80.999722,90.2,0.70
6485,33.998018,-80.999722,90.2,0.70
6486,33.998018,-80.999722,90.2,0.70
6487,33.998018,-80.999722,90.2,0.70
6488,33.998018,-80.999722,90.2,0.70
6489,33.998018,-80.999722,90.2,0.70
6490,33.998018,-80.999722,90.2,0.70
6491,33.998018,-80.999722,90.2,0.70
6492,33.998018,-80.999722,90.2,0.70
6493,33.998018,-80.999722,90.2,0.70
6494,33.998018,-80.999722,90.2,0.70
6495,33.998018,-80.999722,90.2,0.70
6496,33.998018,-80.999722,90.2,0.70
6497,33.998018,-80.999722,90.2,0.70
6498,33.998008,-80.999669,90.2,0.00
6499,33.998008,-80.999669,90.2,0.00
6500,33.998008,-80.999669,90.2,0.00
6501,33.998008,-80.999669,90.2,0.00
6502,33.998008,-80.999669,90.2,0.00
6503,33.998008,-80.999669,90.2,0.00
6504,33.998008,-80.999669,90.2,0.00
6505,33.998008,-80.999669,90.2,0.00
6506,33.998008,-80.999669,90.2,0.00
6507,33.998008,-80.999669,90.2,0.00
6508,33.998008,-80.999669,90.2,0.00
6509,33.998008,-80.999669,90.2,0.00
6510,33.998008,-80.999669,90.2,0.00
6511,33.998008,-80.999669,90.2,0.00
6512,33.998008,-80.999669,90.2,0.00
6513,33.998008,-80.999669,90.2,0.00
6514,33.998008,-80.999669,90.2,0.00
6515,33.998008,-80.999669,90.2,0.00
6516,33.998008,-80.999669,90.2,0.00
6517,33.998008,-80.999669,90.2,0.00
6518,33.998008,-80.999669,90.2,0.00
6519,33.998008,-80.999669,90.2,0.00
6520,33.998008,-80.999669,90.2,0.00
6521,33.998008,-80.999669,90.2,0.00
6522,33.998008,-80.999669,90.2,0.00
6523,33.998008,-80.999669,90.2,0.00
6524,33.998008,-80.999669,90.2,0.00
6525,33.998008,-80.999669,90.2,0.00
6526,33.998008,-80.999669,90.2,0.00
6527,33.998008,-80.999669,90.2,0.00
6528,33.998008,-80.999669,90.2,0.00
6529,33.998008,-80.999669,90.2,0.00
6530,33.998008,-80.999669,90.2,0.00
6531,33.998008,-80.999669,90.2,0.00
6532,33.998008,-80.999669,90.2,0.00
6533,33.998008,-80.999669,90.2,0.00
6534,33.998008,-80.999669,90.2,0.00
6535,33.998008,-80.999669,90.2,0.00
6536,33.998008,-80.999669,90.2,0.00
6537,33.998008,-80.999669,90.2,0.00
6538,33.998008,-80.999669,90.2,0.00
6539,33.998008,-80.999669,90.2,0.00
6540,33.998008,-80.999669,90.2,0.00
6541,33.998008,-80.999669,90.2,0.00
6542,33.998008,-80.999669,90.2,0.00
6543,33.998008,-80.999669,90.2,0.00
6544,33.998008,-80.999669,90.2,0.00
6545,33.998008,-80.999669,90.2,0.00
6546,33.998008,-80.999669,90.2,0.00
6547,33.998003,-80.999615,90.2,0.00
6548,33.998003,-80.999615,90.2,0.00
6549,33.998003,-80.999615,90.2,0.00
6550,33.998003,-80.999615,90.2,0.00
6551,33.998003,-80.999615,90.2,0.00
6552,33.998003,-80.999615,90.2,0.00
6553,33.998003,-80.999615,90.2,0.00
6554,33.998003,-80.999615,90.2,0.00
6555,33.998003,-80.999615,90.2,0.00
6556,33.998003,-80.999615,90.2,0.00
6557,33.998003,-80.999615,90.2,0.00
6558,33.998003,-80.999615,90.2,0.00
6559,33.998003,-80.999615,90.2,0.00
6560,33.998003,-80.999615,90.2,0.00
6561,33.998003,-80.999615,90.2,0.00
6562,33.998003,-80.999615,90.2,0.00
6563,33.998003,-80.999615,90.2,0.00
6564,33.998003,-80.999615,90.2,0.00
6565,33.998003,-80.999615,90.2,0.00
6566,33.998003,-80.999615,90.2,0.00
6567,33.998003,-80.999615,90.2,0.00
6568,33.998003,-80.999615,90.2,0.00
6569,33.998003,-80.999615,90.2,0.00
6570,33.998003,-80.999615,90.2,0.00
6571,33.998003,-80.999615,90.2,0.00
6572,33.998003,-80.999615,90.2,0.00
6573,33.998003,-80.999615,90.2,0.00
6574,33.998003,-80.999615,90.2,0.00
6575,33.998003,-80.999615,90.2,0.00
6576,33.998003,-80.999615,90.2,0.00
6577,33.998003,-80.999615,90.2,0.00
6578,33.998003,-80.999615,90.2,0.00
6579,33.998003,-80.999615,90.2,0.00
6580,33.998003,-80.999615,90.2,0.00
6581,33.998003,-80.999615,90.2,0.00
6582,33.998003,-80.999615,90.2,0.00
6583,33.998003,-80.999615,90.2,0.00
6584,33.998003,-80.999615,90.2,0.00
6585,33.998003,-80.999615,90.2,0.00
6586,33.998003,-80.999615,90.2,0.00
6587,33.998003,-80.999615,90.2,0.00
6588,33.998003,-80.999615,90.2,0.00
6589,33.998003,-80.999615,90.2,0.00
6590,33.998003,-80.999615,90.2,0.00
6591,33.998003,-80.999615,90.2,0.00
6592,33.998003,-80.999615,90.2,0.00
6593,33.998003,-80.999615,90.2,0.00
6594,33.998003,-80.999615,90.2,0.00
6595,33.998003,-80.999615,90.2,0.00
6596,33.997991,-80.999564,90.2,0.00
6597,33.997991,-80.999564,90.2,0.00
6598,33.997991,-80.999564,90.2,0.00
6599,33.997991,-80.999564,90.2,0.00
6600,33.997991,-80.999564,90.2,0.00
6601,33.997991,-80.999564,90.2,0.00
6602,33.997991,-80.999564,90.2,0.00
6603,33.997991,-80.999564,90.2,0.00
6604,33.997991,-80.999564,90.2,0.00
6605,33.997991,-80.999564,90.2,0.00
6606,33.997991,-80.999564,90.2,0.00
6607,33.997991,-80.999564,90.2,0.00
6608,33.997991,-80.999564,90.2,0.00
6609,33.997991,-80.999564,90.2,0.00
6610,33.997991,-80.999564,90.2,0.00
6611,33.997991,-80.999564,90.2,0.00
6612,33.997991,-80.999564,90.2,0.00
6613,33.997991,-80.999564,90.2,0.00
6614,33.997991,-80.999564,90.2,0.00
6615,33.997991,-80.999564,90.2,0.00
6616,33.997991,-80.999564,90.2,0.00
6617,33.997991,-80.999564,90.2,0.00
6618,33.997991,-80.999564,90.2,0.00
6619,33.997991,-80.999564,90.2,0.00
6620,33.997991,-80.999564,90.2,0.00
6621,33.997991,-80.999564,90.2,0.00
6622,33.997991,-80.999564,90.2,0.00
6623,33.997991,-80.999564,90.2,0.00
6624,33.997991,-80.999564,90.2,0.00
6625,33.997991,-80.999564,90.2,0.00
6626,33.997991,-80.999564,90.2,0.00
6627,33.997991,-80.999564,90.2,0.00
6628,33.997991,-80.999564,90.2,0.00
6629,33.997991,-80.999564,90.2,0.00
6630,33.997991,-80.999564,90.2,0.00
6631,33.997991,-80.999564,90.2,0.00
6632,33.997991,-80.999564,90.2,0.00
6633,33.997991,-80.999564,90.2,0.00
6634,33.997991,-80.999564,90.2,0.00
6635,33.997991,-80.999564,90.2,0.00
6636,33.997991,-80.999564,90.2,0.00
6637,33.997991,-80.999564,90.2,0.00
6638,33.997991,-80.999564,90.2,0.00
6639,33.997991,-80.999564,90.2,0.00
6640,33.997991,-80.999564,90.2,0.00
6641,33.997991,-80.999564,90.2,0.00
6642,33.997991,-80.999564,90.2,0.00
6643,33.997991,-80.999564,90.2,0.00
6644,33.997988,-80.999515,90.2,0.00
6645,33.997988,-80.999515,90.2,0.00
6646,33.997988,-80.999515,90.2,0.00
6647,33.997988,-80.999515,90.2,0.00
6648,33.997988,-80.999515,90.2,0.00
6649,33.997988,-80.999515,90.2,0.00
6650,33.997988,-80.999515,90.2,0.00
6651,33.997988,-80.999515,90.2,0.00
6652,33.997988,-80.999515,90.2,0.00
6653,33.997988,-80.999515,90.2,0.00
6654,33.997988,-80.999515,90.2,0.00
6655,33.997988,-80.999515,90.2,0.00
6656,33.997988,-80.999515,90.2,0.00
6657,33.997988,-80.999515,90.2,0.00
6658,33.997988,-80.999515,90.2,0.00
6659,33.997988,-80.999515,90.2,0.00
6660,33.997988,-80.999515,90.2,0.00
6661,33.997988,-80.999515,90.2,0.00
6662,33.997988,-80.999515,90.2,0.00
6663,33.997988,-80.999515,90.2,0.00
6664,33.997988,-80.999515,90.2,0.00
6665,33.997988,-80.999515,90.2,0.00
6666,33.997988,-80.999515,90.2,0.00
6667,33.997988,-80.999515,90.2,0.00
6668,33.997988,-80.999515,90.2,0.00
6669,33.997988,-80.999515,90.2,0.00
6670,33.997988,-80.999515,90.2,0.00
6671,33.997988,-80.999515,90.2,0.00
6672,33.997988,-80.999515,90.2,0.00
6673,33.997988,-80.999515,90.2,0.00
6674,33.997988,-80.999515,90.2,0.00
6675,33.997988,-80.999515,90.2,0.00
6676,33.997988,-80.999515,90.2,0.00
6677,33.997988,-80.999515,90.2,0.00
6678,33.997988,-80.999515,90.2,0.00
6679,33.997988,-80.999515,90.2,0.00
6680,33.997988,-80.999515,90.2,0.00
6681,33.997988,-80.999515,90.2,0.00
6682,33.997988,-80.999515,90.2,0.00
6683,33.997988,-80.999515,90.2,0.00
6684,33.997988,-80.999515,90.2,0.00
6685,33.997988,-80.999515,90.2,0.00
6686,33.997988,-80.999515,90.2,0.00
6687,33.997988,-80.999515,90.2,0.00
6688,33.997988,-80.999515,90.2,0.00
6689,33.997988,-80.999515,90.2,0.00
6690,33.997988,-80.999515,90.2,0.00
6691,33.997988,-80.999515,90.2,0.00
6692,33.997988,-80.999515,90.2,0.00
6693,33.997984,-80.999467,90.2,0.00
6694,33.997984,-80.999467,90.2,0.00
6695,33.997984,-80.999467,90.2,0.00
6696,33.997984,-80.999467,90.2,0.00
6697,33.997984,-80.999467,90.2,0.00
6698,33.997984,-80.999467,90.2,0.00
6699,33.997984,-80.999467,90.2,0.00
6700,33.997984,-80.999467,90.2,0.00
6701,33.997984,-80.999467,90.2,0.00
6702,33.997984,-80.999467,90.2,0.00
6703,33.997984,-80.999467,90.2,0.00
6704,33.997984,-80.999467,90.2,0.00
6705,33.997984,-80.999467,90.2,0.00
6706,33.997984,-80.999467,90.2,0.00
6707,33.997984,-80.999467,90.2,0.00
6708,33.997984,-80.999467,90.2,0.00
6709,33.997984,-80.999467,90.2,0.00
6710,33.997984,-80.999467,90.2,0.00
6711,33.997984,-80.999467,90.2,0.00
6712,33.997984,-80.999467,90.2,0.00
6713,33.997984,-80.999467,90.2,0.00
6714,33.997984,-80.999467,90.2,0.00
6715,33.997984,-80.999467,90.2,0.00
6716,33.997984,-80.999467,90.2,0.00
6717,33.997984,-80.999467,90.2,0.00
6718,33.997984,-80.999467,90.2,0.00
6719,33.997984,-80.999467,90.2,0.00
6720,33.997984,-80.999467,90.2,0.00
6721,33.997984,-80.999467,90.2,0.00
6722,33.997984,-80.999467,90.2,0.00
6723,33.997984,-80.999467,90.2,0.00
6724,33.997984,-80.999467,90.2,0.00
6725,33.997984,-80.999467,90.2,0.00
6726,33.997984,-80.999467,90.2,0.00
6727,33.997984,-80.999467,90.2,0.00
6728,33.997984,-80.999467,90.2,0.00
6729,33.997984,-80.999467,90.2,0.00
6730,33.997984,-80.999467,90.2,0.00
6731,33.997984,-80.999467,90.2,0.00
6732,33.997984,-80.999467,90.2,0.00
6733,33.997984,-80.999467,90.2,0.00
6734,33.997984,-80.999467,90.2,0.00
6735,33.997984,-80.999467,90.2,0.00
6736,33.997984,-80.999467,90.2,0.00
6737,33.997984,-80.999467,90.2,0.00
6738,33.997984,-80.999467,90.2,0.00
6739,33.997984,-80.999467,90.2,0.00
6740,33.997984,-80.999467,90.2,0.00
6741,33.997984,-80.999467,90.2,0.00
6742,33.997983,-80.999418,90.2,0.00
6743,33.997983,-80.999418,90.2,0.00
6744,33.997983,-80.999418,90.2,0.00
6745,33.997983,-80.999418,90.2,0.00
6746,33.997983,-80.999418,90.2,0.00
6747,33.997983,-80.999418,90.2,0.00
6748,33.997983,-80.999418,90.2,0.00
6749,33.997983,-80.999418,90.2,0.00
6750,33.997983,-80.999418,90.2,0.00
6751,33.997983,-80.999418,90.2,0.00
6752,33.997983,-80.999418,90.2,0.00
6753,33.997983,-80.999418,90.2,0.00
6754,33.997983,-80.999418,90.2,0.00
6755,33.997983,-80.999418,90.2,0.00
6756,33.997983,-80.999418,90.2,0.00
6757,33.997983,-80.999418,90.2,0.00
6758,33.997983,-80.999418,90.2,0.00
6759,33.997983,-80.999418,90.2,0.00
6760,33.997983,-80.999418,90.2,0.00
6761,33.997983,-80.999418,90.2,0.00
6762,33.997983,-80.999418,90.2,0.00
6763,33.997983,-80.999418,90.2,0.00
6764,33.997983,-80.999418,90.2,0.00
6765,33.997983,-80.999418,90.2,0.00
6766,33.997983,-80.999418,90.2,0.00
6767,33.997983,-80.999418,90.2,0.00
6768,33.997983,-80.999418,90.2,0.00
6769,33.997983,-80.999418,90.2,0.00
6770,33.997983,-80.999418,90.2,0.00
6771,33.997983,-80.999418,90.2,0.00
6772,33.997983,-80.999418,90.2,0.00
6773,33.997983,-80.999418,90.2,0.00
6774,33.997983,-80.999418,90.2,0.00
6775,33.997983,-80.999418,90.2,0.00
6776,33.997983,-80.999418,90.2,0.00
6777,33.997983,-80.999418,90.2,0.00
6778,33.997983,-80.999418,90.2,0.00
6779,33.997983,-80.999418,90.2,0.00
6780,33.997983,-80.999418,90.2,0.00
6781,33.997983,-80.999418,90.2,0.00
6782,33.997983,-80.999418,90.2,0.00
6783,33.997983,-80.999418,90.2,0.00
6784,33.997983,-80.999418,90.2,0.00
6785,33.997983,-80.999418,90.2,0.00
6786,33.997983,-80.999418,90.2,0.00
6787,33.997983,-80.999418,90.2,0.00
6788,33.997983,-80.999418,90.2,0.00
6789,33.997983,-80.999418,90.2,0.00
6790,33.997981,-80.999373,90.2,0.00
6791,33.997981,-80.999373,90.2,0.00
6792,33.997981,-80.999373,90.2,0.00
6793,33.997981,-80.999373,90.2,0.00
6794,33.997981,-80.999373,90.2,0.00
6795,33.997981,-80.999373,90.2,0.00
6796,33.997981,-80.999373,90.2,0.00
6797,33.997981,-80.999373,90.2,0.00
6798,33.997981,-80.999373,90.2,0.00
6799,33.997981,-80.999373,90.2,0.00
6800,33.997981,-80.999373,90.2,0.00
6801,33.997981,-80.999373,90.2,0.00
6802,33.997981,-80.999373,90.2,0.00
6803,33.997981,-80.999373,90.2,0.00
6804,33.997981,-80.999373,90.2,0.00
6805,33.997981,-80.999373,90.2,0.00
6806,33.997981,-80.999373,90.2,0.00
6807,33.997981,-80.999373,90.2,0.00
6808,33.997981,-80.999373,90.2,0.00
6809,33.997981,-80.999373,90.2,0.00
6810,33.997981,-80.999373,90.2,0.00
6811,33.997981,-80.999373,90.2,0.00
6812,33.997981,-80.999373,90.2,0.00
6813,33.997981,-80.999373,90.2,0.00
6814,33.997981,-80.999373,90.2,0.00
6815,33.997981,-80.999373,90.2,0.00
6816,33.997981,-80.999373,90.2,0.00
6817,33.997981,-80.999373,90.2,0.00
6818,33.997981,-80.999373,90.2,0.00
6819,33.997981,-80.999373,90.2,0.00
6820,33.997981,-80.999373,90.2,0.00
6821,33.997981,-80.999373,90.2,0.00
6822,33.997981,-80.999373,90.2,0.00
6823,33.997981,-80.999373,90.2,0.00
6824,33.997981,-80.999373,90.2,0.00
6825,33.997981,-80.999373,90.2,0.00
6826,33.997981,-80.999373,90.2,0.00
6827,33.997981,-80.999373,90.2,0.00
6828,33.997981,-80.999373,90.2,0.00
6829,33.997981,-80.999373,90.2,0.00
6830,33.997981,-80.999373,90.2,0.00
6831,33.997981,-80.999373,90.2,0.00
6832,33.997981,-80.999373,90.2,0.00
6833,33.997981,-80.999373,90.2,0.00
6834,33.997981,-80.999373,90.2,0.00
6835,33.997981,-80.999373,90.2,0.00
6836,33.997981,-80.999373,90.2,0.00
6837,33.997981,-80.999373,90.2,0.00
6838,33.997981,-80.999373,90.2,0.00
6839,33.997982,-80.999327,90.2,0.00
6840,33.997982,-80.999327,90.2,0.00
6841,33.997982,-80.999327,90.2,0.00
6842,33.997982,-80.999327,90.2,0.00
6843,33.997982,-80.999327,90.2,0.00
6844,33.997982,-80.999327,90.2,0.00
6845,33.997982,-80.999327,90.2,0.00
6846,33.997982,-80.999327,90.2,0.00
6847,33.997982,-80.999327,90.2,0.00
6848,33.997982,-80.999327,90.2,0.00
6849,33.997982,-80.999327,90.2,0.00
6850,33.997982,-80.999327,90.2,0.00
6851,33.997982,-80.999327,90.2,0.00
6852,33.997982,-80.999327,90.2,0.00
6853,33.997982,-80.999327,90.2,0.00
6854,33.997982,-80.999327,90.2,0.00
6855,33.997982,-80.999327,90.2,0.00
6856,33.997982,-80.999327,90.2,0.00
6857,33.997982,-80.999327,90.2,0.00
6858,33.997982,-80.999327,90.2,0.00
6859,33.997982,-80.999327,90.2,0.00
6860,33.997982,-80.999327,90.2,0.00
6861,33.997982,-80.999327,90.2,0.00
6862,33.997982,-80.999327,90.2,0.00
6863,33.997982,-80.999327,90.2,0.00
6864,33.997982,-80.999327,90.2,0.00
6865,33.997982,-80.999327,90.2,0.00
6866,33.997982,-80.999327,90.2,0.00
6867,33.997982,-80.999327,90.2,0.00
6868,33.997982,-80.999327,90.2,0.00
6869,33.997982,-80.999327,90.2,0.00
6870,33.997982,-80.999327,90.2,0.00
6871,33.997982,-80.999327,90.2,0.00
6872,33.997982,-80.999327,90.2,0.00
6873,33.997982,-80.999327,90.2,0.00
6874,33.997982,-80.999327,90.2,0.00
6875,33.997982,-80.999327,90.2,0.00
6876,33.997982,-80.999327,90.2,0.00
6877,33.997982,-80.999327,90.2,0.00
6878,33.997982,-80.999327,90.2,0.00
6879,33.997982,-80.999327,90.2,0.00
6880,33.997982,-80.999327,90.2,0.00
6881,33.997982,-80.999327,90.2,0.00
6882,33.997982,-80.999327,90.2,0.00
6883,33.997982,-80.999327,90.2,0.00
6884,33.997982,-80.999327,90.2,0.00
6885,33.997982,-80.999327,90.2,0.00
6886,33.997982,-80.999327,90.2,0.00
6887,33.997982,-80.999327,90.2,0.00
6888,33.997979,-80.999278,90.2,0.00
6889,33.997979,-80.999278,90.2,0.00
6890,33.997979,-80.999278,90.2,0.00
6891,33.997979,-80.999278,90.2,0.00
6892,33.997979,-80.999278,90.2,0.00
6893,33.997979,-80.999278,90.2,0.00
6894,33.997979,-80.999278,90.2,0.00
6895,33.997979,-80.999278,90.2,0.00
6896,33.997979,-80.999278,90.2,0.00
6897,33.997979,-80.999278,90.2,0.00
6898,33.997979,-80.999278,90.2,0.00
6899,33.997979,-80.999278,90.2,0.00
6900,33.997979,-80.999278,90.2,0.00
6901,33.997979,-80.999278,90.2,0.00
6902,33.997979,-80.999278,90.2,0.00
6903,33.997979,-80.999278,90.2,0.00
6904,33.997979,-80.999278,90.2,0.00
6905,33.997979,-80.999278,90.2,0.00
6906,33.997979,-80.999278,90.2,0.00
6907,33.997979,-80.999278,90.2,0.00
6908,33.997979,-80.999278,90.2,0.00
6909,33.997979,-80.999278,90.2,0.00
6910,33.997979,-80.999278,90.2,0.00
6911,33.997979,-80.999278,90.2,0.00
6912,33.997979,-80.999278,90.2,0.00
6913,33.997979,-80.999278,90.2,0.00
6914,33.997979,-80.999278,90.2,0.00
6915,33.997979,-80.999278,90.2,0.00
6916,33.997979,-80.999278,90.2,0.00
6917,33.997979,-80.999278,90.2,0.00
6918,33.997979,-80.999278,90.2,0.00
6919,33.997979,-80.999278,90.2,0.00
6920,33.997979,-80.999278,90.2,0.00
6921,33.997979,-80.999278,90.2,0.00
6922,33.997979,-80.999278,90.2,0.00
6923,33.997979,-80.999278,90.2,0.00
6924,33.997979,-80.999278,90.2,0.00
6925,33.997979,-80.999278,90.2,0.00
6926,33.997979,-80.999278,90.2,0.00
6927,33.997979,-80.999278,90.2,0.00
6928,33.997979,-80.999278,90.2,0.00
6929,33.997979,-80.999278,90.2,0.00
6930,33.997979,-80.999278,90.2,0.00
6931,33.997979,-80.999278,90.2,0.00
6932,33.997979,-80.999278,90.2,0.00
6933,33.997979,-80.999278,90.2,0.00
6934,33.997979,-80.999278,90.2,0.00
6935,33.997979,-80.999278,90.2,0.00
6936,33.997972,-80.99923,90.2,0.00
6937,33.997972,-80.99923,90.2,0.00
6938,33.997972,-80.99923,90.2,0.00
6939,33.997972,-80.99923,90.2,0.00
